encounter_id,spawnpoint_id,pokemon_id,latitude,longitude,disappear_time
NDQ5NTI3NjA0ODU3NjAwMDU3Mw==,47041c4a03f,66,52.7077985487394,16.3823141311483,2016-08-10 21:42:18.716000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 21:56:57
MTMzMTk0NTg4NDY0OTE0NzAyNjk=,47041c4aa6d,10,52.7084574924296,16.3764508482464,2016-08-10 21:43:31.348000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 21:57:44
MjUxOTYwMTE5NTg1NTY0NzkxNw==,47041db0685,48,52.7186829348983,16.3667005704069,2016-08-10 21:43:33.012000
MTY4MzY4Njg1NTk1MjkxNTE4MDU=,47041db719b,96,52.7137563138102,16.3651052075834,2016-08-10 21:58:23
MTQ2NzY3OTYxOTE3NDcxMzY1NDE=,47041db565f,19,52.7093861035042,16.3729256724032,2016-08-10 21:44:08.860000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 21:58:34
MTY4MzY4Njg1NTk1MjkxNTE4MDU=,47041db719b,96,52.7137563138102,16.3651052075834,2016-08-10 21:59:18
MTY4MzY4Njg1NTk1MjkxNTE4MDU=,47041db719b,96,52.7137563138102,16.3651052075834,2016-08-10 21:59:32
MTcxNjM2NDk5NDQwMDkyNjc4MjE=,47041c4a089,21,52.7077238577412,16.381629260977,2016-08-10 21:45:00.484000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 21:59:58
OTIyODA0MTE4Mzc1MDc0Njc2NQ==,47041c35f4d,16,52.7074453983578,16.3805644153518,2016-08-10 21:46:39.060000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:01:09
MTgyNTI1OTIzMDg2NjEwNjcxMzM=,47041dcaa49,21,52.7081294921228,16.3733103409594,2016-08-10 21:46:14.692000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:01:19
NzU2ODQ1MDIxNzcyNTI1MTM1Nw==,47041c3551d,19,52.7077670967301,16.3752628379955,2016-08-10 21:47:21.044000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:02:33
OTYwMzU3MTMzNjQ0MzM2ODg5Mw==,47041c354e1,19,52.7077047241902,16.3750969655554,2016-08-10 21:49:05.156000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:02:43
MTA4MzI3MDE3MTMxMTQ2OTUxMTc=,47041db1f0d,19,52.7189607075315,16.3726243825903,2016-08-10 21:48:40.244000
MTgzOTU5MjgyODkzNjQ0OTEzNDE=,47041db0d8d,16,52.7160446410633,16.3671387846278,2016-08-10 21:49:14.548000
NDI2ODcyNTkzODM1NzcyNDc2NQ==,47041db4059,16,52.714017517121,16.3711457792301,2016-08-10 22:03:52
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:04:07
ODc0MjA0NTAxODAzNjQzMTQ1Mw==,47041c4a9df,16,52.708149370528,16.3774136792131,2016-08-10 21:49:42.492000
MjgyNjI3NzQ1NzI5ODc0MjMwMQ==,47041c35459,16,52.707479966259,16.375471340942,2016-08-10 21:49:51.300000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:04:17
OTM0OTAxMDAwMjY1MjQwNzU2NQ==,47041c33f5f,48,52.7024951443336,16.3779294579926,2016-08-10 22:04:42
NDI2ODcyNTkzODM1NzcyNDc2NQ==,47041db4059,16,52.714017517121,16.3711457792301,2016-08-10 22:05:31
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:05:46
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:05:57
NTIyNDAyMjk5NDIyODI0MTU3,47041dba79b,13,52.7177012292221,16.3639286903528,2016-08-10 21:52:39.244000
OTM0OTAxMDAwMjY1MjQwNzU2NQ==,47041c33f5f,48,52.7024951443336,16.3779294579926,2016-08-10 22:06:21
MTczMzY2MjQ2MzIxODg3ODk0Mzc=,47041c34097,16,52.7027155759448,16.37819169225,2016-08-10 21:53:20.124000
OTQwOTk3NzE2NDAxODg5OTk5Nw==,47041db1121,13,52.7167600108863,16.3693648577295,2016-08-10 21:53:11.012000
MTA4NDUyMjAyNzEyODYwMzU5OTc=,47041db1127,16,52.7167433459438,16.3694825712483,2016-08-10 21:54:13.884000
MjMxNjEyMTc5MjY1MzM4Njc0OQ==,47041db718d,16,52.7138020492823,16.365388772588,2016-08-10 21:54:51.828000
MTAwNTgzNTg0ODM4MTUwNDIxMDk=,47041c4ed87,10,52.7126683004647,16.3897608389522,2016-08-10 21:53:38.364000
NTc5OTI2MDgzMDkzMTgzMjk1Nw==,47041c45edd,16,52.7122044055968,16.3948496360128,2016-08-10 21:52:02.132000
MTQ5MTg5MDQ5NDAxNTk1NDIzOTc=,47041c450a1,13,52.7136181719792,16.3969918211822,2016-08-10 21:54:37.188000
MTM0MzgyMzcwOTQ1ODIyNDk1MTc=,47041c494a1,16,52.7119077682726,16.3872504744743,2016-08-10 21:54:25.700000
MTg2MzkxNTMzOTc3NjcwMDM4MQ==,47041db47c1,13,52.7137465485002,16.3736657892743,2016-08-10 21:55:44.548000
Nzg5OTU2NzQ1Njg2MDA5NjgyOQ==,47041c4a797,16,52.7081030517283,16.3795590095776,2016-08-10 21:55:39.388000
NDI2ODcyNTkzODM1NzcyNDc2NQ==,47041db4059,16,52.714017517121,16.3711457792301,2016-08-10 22:07:50
OTQ5NzYxMTg4NDM5OTE4Njc5Nw==,47041db406b,10,52.7142256166032,16.3708890243926,2016-08-10 21:53:42.636000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:08:03
MTQ0NzYzOTgxNzI3NzAwMDM1MDE=,47041db5811,13,52.709224196907,16.371037121392,2016-08-10 21:55:48.036000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:08:13
ODIzMjY4MjcxODA1Mjk0NjUwOQ==,47041dba16b,13,52.7167609835373,16.3620773134137,2016-08-10 21:53:18.316000
NzgzMjEzMzY1NTA2Mzc5ODI4NQ==,47041c30c37,16,52.7006463984487,16.3837053218689,2016-08-10 22:08:51
MjE1MTU4NTY1MjU0NTUyMjc0OQ==,47041c39a4f,19,52.7025326463011,16.3909929488749,2016-08-10 21:55:08.956000
MTc0NjQxOTM3NTA0Nzk0ODA2ODU=,47041c3bcf3,16,52.6997078992964,16.3909314280012,2016-08-10 21:55:50.700000
MTc5MDc4NDU2NjI3NzI4NDk5ODE=,47041c39109,13,52.702407018469,16.3930899933383,2016-08-10 21:55:07.332000
ODQzMDAyNTgxMTU1MzE1MTY5Mw==,47041c3ac6d,19,52.6968015781724,16.3866014259381,2016-08-10 22:09:25
MTAxODMwMjE4MTIyNzk0OTM1Nw==,47041c36947,13,52.7036423187358,16.3819528654546,2016-08-10 21:56:45.020000
NDQzNzU3NzQ1Njk5NzY1MjcxNw==,47041c344fb,19,52.7047167682389,16.3780056068554,2016-08-10 21:54:49.740000
OTM0OTAxMDAwMjY1MjQwNzU2NQ==,47041c33f5f,48,52.7024951443336,16.3779294579926,2016-08-10 22:09:42
ODY3MzcxNzQ0ODYxNzM1OTg4NQ==,47041c4f547,13,52.7116310465902,16.3928369123916,2016-08-10 21:58:14.460000
MTExMDE0NzQwMjkwMTY2NDMyNzc=,47041c48a5b,19,52.7107159975463,16.3920226413015,2016-08-10 21:56:44.972000
MTM3NDMyODg3NjAxNjQxNjAzMzM=,47041c487a3,17,52.708407305987,16.3907416045172,2016-08-10 21:55:50.860000
ODc1MTQxNjE5Mzg1NTE3,47041dcb3a3,13,52.7051716224162,16.3717631608677,2016-08-10 22:10:49
MTc4NzY4OTQ4MjMwODY2NTU0NTM=,47041dcb3c3,13,52.7052382771508,16.3712924586343,2016-08-10 21:56:38.988000
MzY0Njc2NzU5OTc0MjUwMjYwNQ==,47041db384f,16,52.7146494298721,16.3739604522455,2016-08-10 21:58:48.476000
MTIxNTI4MjE0MTMwNjYxNTIwNDU=,47041db6561,16,52.7124663268819,16.3657255829595,2016-08-10 21:59:14.724000
NTQyMTgwNDQwMTAyNTg1OTEwMQ==,47041db6557,133,52.7125163037965,16.3653724951197,2016-08-10 21:58:28.252000
NDI2ODcyNTkzODM1NzcyNDc2NQ==,47041db4059,16,52.714017517121,16.3711457792301,2016-08-10 22:11:17
MTM2NDI1MDk3MjU1MDY4ODM5MTc=,47041db4753,16,52.7141837167376,16.3723978682563,2016-08-10 21:57:22.572000
MTQxOTE5NDk4NDEyODg5ODQzMDE=,47041db5381,19,52.7098974870687,16.374771637962,2016-08-10 21:58:01.316000
MTMwNTUyODA5NzM2MjY5MjE2Mjk=,47041c354f9,16,52.7075756763224,16.3754018403179,2016-08-10 22:11:33
MTQ4NDI4NjQ2NDE1OTc3MzAxMDk=,47041c39c67,17,52.7028285792349,16.3895113142214,2016-08-10 21:59:48.732000
MTQ5MzIxMDA0NTY2NjUzMjQ3MzM=,47041c39cf5,16,52.7030033198077,16.3894900720587,2016-08-10 21:59:53.332000
NzgzMjEzMzY1NTA2Mzc5ODI4NQ==,47041c30c37,16,52.7006463984487,16.3837053218689,2016-08-10 22:12:20
ODQzMDAyNTgxMTU1MzE1MTY5Mw==,47041c3ac6d,19,52.6968015781724,16.3866014259381,2016-08-10 22:12:56
MTUwMDg1MzE5MDUzNTk3OTc5NDk=,47041c338a7,41,52.7025951642169,16.3772234315256,2016-08-10 22:00:44.380000
OTM0OTAxMDAwMjY1MjQwNzU2NQ==,47041c33f5f,48,52.7024951443336,16.3779294579926,2016-08-10 22:13:11
MTY4MzY4Njg1NTk1MjkxNTE4MDU=,47041db719b,96,52.7137563138102,16.3651052075834,2016-08-10 22:00:00.844000
MTgzOTA0NTI5OTY1NjAxMTkxODE=,47041c45e11,19,52.7113472801469,16.3948380531591,2016-08-10 22:02:14.948000
ODc1MTQxNjE5Mzg1NTE3,47041dcb3a3,13,52.7051716224162,16.3717631608677,2016-08-10 22:14:18
MTU3MTI2NzgzOTI1NDg5MjM5NjU=,47041db3853,16,52.7147451493162,16.3738909322261,2016-08-10 22:01:45.964000
MTYyNTYyMDcyNTI0NTg5NDcwMQ==,47041c4a4eb,96,52.7098999559834,16.3814220208209,2016-08-10 22:02:32.140000
MjA0ODc5NDM2ODQ0ODY0Njc0OQ==,47041db6fed,19,52.712720141938,16.3657523807814,2016-08-10 22:00:16.564000
MzY1MjQxMjQ5MzM5Nzc3MzUxNw==,47041db40af,17,52.7142170517302,16.3721624543336,2016-08-10 22:02:09.660000
MTgwMzcxMDY3OTAwNjU1NDM0Mzc=,47041dba38b,19,52.717210466753,16.3613282804696,2016-08-10 22:01:57.100000
NzgzMjEzMzY1NTA2Mzc5ODI4NQ==,47041c30c37,16,52.7006463984487,16.3837053218689,2016-08-10 22:15:50
